./bigclonebenchdata/14167176.txt,1
./bigclonebenchdata/728949.txt,2
./bigclonebenchdata/19006212.txt,3
./bigclonebenchdata/22066329.txt,4
./bigclonebenchdata/5543349.txt,5
./bigclonebenchdata/17389235.txt,6
./bigclonebenchdata/14389765.txt,7
./bigclonebenchdata/7384220.txt,8
./bigclonebenchdata/235245.txt,9
./bigclonebenchdata/14876163.txt,10
./bigclonebenchdata/20968465.txt,11
./bigclonebenchdata/12731597.txt,12
./bigclonebenchdata/701471.txt,13
./bigclonebenchdata/10332410.txt,14
./bigclonebenchdata/3616724.txt,15
./bigclonebenchdata/19191608.txt,16
./bigclonebenchdata/13854417.txt,17
./bigclonebenchdata/17558353.txt,18
./bigclonebenchdata/23188867.txt,19
./bigclonebenchdata/20761702.txt,20
./bigclonebenchdata/6176441.txt,21
./bigclonebenchdata/7114853.txt,22
./bigclonebenchdata/22264586.txt,23
./bigclonebenchdata/22627884.txt,24
./bigclonebenchdata/1455792.txt,25
./bigclonebenchdata/17824349.txt,26
./bigclonebenchdata/13569337.txt,27
./bigclonebenchdata/16822377.txt,28
./bigclonebenchdata/17833153.txt,29
./bigclonebenchdata/12119068.txt,30
./bigclonebenchdata/21293476.txt,31
./bigclonebenchdata/23277837.txt,32
./bigclonebenchdata/4948580.txt,33
./bigclonebenchdata/14928023.txt,34
./bigclonebenchdata/737699.txt,35
./bigclonebenchdata/14416222.txt,36
./bigclonebenchdata/19141603.txt,37
./bigclonebenchdata/12757148.txt,38
./bigclonebenchdata/3801655.txt,39
./bigclonebenchdata/9096318.txt,40
./bigclonebenchdata/5505334.txt,41
./bigclonebenchdata/7910536.txt,42
./bigclonebenchdata/8468859.txt,43
./bigclonebenchdata/13354574.txt,44
./bigclonebenchdata/861011.txt,45
./bigclonebenchdata/132551.txt,46
./bigclonebenchdata/4164833.txt,47
./bigclonebenchdata/3495456.txt,48
./bigclonebenchdata/78410.txt,49
./bigclonebenchdata/539195.txt,50
./bigclonebenchdata/17515284.txt,51
./bigclonebenchdata/3778980.txt,52
./bigclonebenchdata/4591683.txt,53
./bigclonebenchdata/14768963.txt,54
./bigclonebenchdata/15988143.txt,55
./bigclonebenchdata/160203.txt,56
./bigclonebenchdata/1831676.txt,57
./bigclonebenchdata/9036637.txt,58
./bigclonebenchdata/18384625.txt,59
./bigclonebenchdata/21090886.txt,60
./bigclonebenchdata/1638505.txt,61
./bigclonebenchdata/22411381.txt,62
./bigclonebenchdata/17245830.txt,63
./bigclonebenchdata/18731269.txt,64
./bigclonebenchdata/10264859.txt,65
./bigclonebenchdata/8546232.txt,66
./bigclonebenchdata/11722050.txt,67
./bigclonebenchdata/411631.txt,68
./bigclonebenchdata/10798829.txt,69
./bigclonebenchdata/3667136.txt,70
./bigclonebenchdata/15360205.txt,71
./bigclonebenchdata/5435234.txt,72
./bigclonebenchdata/23252484.txt,73
./bigclonebenchdata/210006.txt,74
./bigclonebenchdata/22420606.txt,75
./bigclonebenchdata/11188584.txt,76
./bigclonebenchdata/4347908.txt,77
./bigclonebenchdata/20612707.txt,78
./bigclonebenchdata/22550493.txt,79
./bigclonebenchdata/20455386.txt,80
./bigclonebenchdata/22207784.txt,81
./bigclonebenchdata/10899860.txt,82
./bigclonebenchdata/18214578.txt,83
./bigclonebenchdata/8665321.txt,84
./bigclonebenchdata/15262412.txt,85
./bigclonebenchdata/16351775.txt,86
./bigclonebenchdata/1698200.txt,87
./bigclonebenchdata/22135201.txt,88
./bigclonebenchdata/16270977.txt,89
./bigclonebenchdata/9110357.txt,90
./bigclonebenchdata/20638313.txt,91
./bigclonebenchdata/10445819.txt,92
./bigclonebenchdata/8143340.txt,93
./bigclonebenchdata/1044656.txt,94
./bigclonebenchdata/23677140.txt,95
./bigclonebenchdata/2897046.txt,96
./bigclonebenchdata/1717055.txt,97
./bigclonebenchdata/5439181.txt,98
./bigclonebenchdata/14557732.txt,99
./bigclonebenchdata/223631.txt,100
./bigclonebenchdata/19945019.txt,101
./bigclonebenchdata/13888756.txt,102
./bigclonebenchdata/8407905.txt,103
./bigclonebenchdata/23161545.txt,104
./bigclonebenchdata/10084530.txt,105
./bigclonebenchdata/2439668.txt,106
./bigclonebenchdata/92552.txt,107
./bigclonebenchdata/941896.txt,108
./bigclonebenchdata/12646521.txt,109
./bigclonebenchdata/3740984.txt,110
./bigclonebenchdata/22556551.txt,111
./bigclonebenchdata/17827456.txt,112
./bigclonebenchdata/5317769.txt,113
./bigclonebenchdata/18998637.txt,114
./bigclonebenchdata/19131858.txt,115
./bigclonebenchdata/8258096.txt,116
./bigclonebenchdata/7046481.txt,117
