98501,98502,1
74901,74902,1
99101,99102,1
76101,76102,1
77501,77502,1
94601,94602,1
95201,95202,1
23901,23902,1
601,602,1
20501,20502,1
56301,56302,1
57701,57702,1
21101,21102,1
58801,58802,1
35901,35902,1
37101,37102,1
41701,41702,1
40301,40302,1
36501,36502,1
1501,1502,1
2901,2902,1
62901,62902,1
61501,61502,1
17301,17302,1
16701,16702,1
60101,60102,1
83201,83202,1
19801,19802,1
82601,82602,1
19901,19902,1
82701,82702,1
83301,83302,1
16601,16602,1
60001,60002,1
61401,61402,1
17201,17202,1
62801,62802,1
2801,2802,1
1401,1402,1
40201,40202,1
36401,36402,1
37001,37002,1
41601,41602,1
35801,35802,1
58901,58902,1
57601,57602,1
21001,21002,1
20401,20402,1
56201,56202,1
701,702,1
23801,23802,1
95301,95302,1
94701,94702,1
77401,77402,1
76001,76002,1
99001,99002,1
74801,74802,1
98401,98402,1
99201,99202,1
98601,98602,1
77601,77602,1
76201,76202,1
95101,95102,1
78901,78902,1
94501,94502,1
97901,97902,1
501,502,1
54801,54802,1
21201,21202,1
57401,57402,1
56001,56002,1
20601,20602,1
42801,42802,1
36601,36602,1
40001,40002,1
41401,41402,1
37201,37202,1
39901,39902,1
1601,1602,1
15801,15802,1
60201,60202,1
16401,16402,1
17001,17002,1
61601,61602,1
82501,82502,1
83101,83102,1
81901,81902,1
81801,81802,1
83001,83002,1
82401,82402,1
17101,17102,1
61701,61702,1
60301,60302,1
16501,16502,1
15901,15902,1
1701,1702,1
39801,39802,1
41501,41502,1
37301,37302,1
36701,36702,1
40101,40102,1
42901,42902,1
56101,56102,1
20701,20702,1
21301,21302,1
57501,57502,1
401,402,1
54901,54902,1
97801,97802,1
94401,94402,1
78801,78802,1
95001,95002,1
76301,76302,1
77701,77702,1
98701,98702,1
99301,99302,1
77301,77302,1
76701,76702,1
99701,99702,1
98301,98302,1
96801,96802,1
95401,95402,1
94001,94002,1
79801,79802,1
57101,57102,1
21701,21702,1
20301,20302,1
56501,56502,1
1,2,1
55901,55902,1
40501,40502,1
36301,36302,1
37701,37702,1
41101,41102,1
43901,43902,1
1301,1302,1
38801,38802,1
16101,16102,1
60701,60702,1
61301,61302,1
17501,17502,1
14901,14902,1
80801,80802,1
82001,82002,1
83401,83402,1
83501,83502,1
82101,82102,1
80901,80902,1
14801,14802,1
61201,61202,1
17401,17402,1
16001,16002,1
60601,60602,1
38901,38902,1
1201,1202,1
43801,43802,1
37601,37602,1
41001,41002,1
40401,40402,1
36201,36202,1
55801,55802,1
101,102,1
20201,20202,1
56401,56402,1
57001,57002,1
21601,21602,1
79901,79902,1
94101,94102,1
95501,95502,1
96901,96902,1
98201,98202,1
99601,99602,1
76601,76602,1
77201,77202,1
76401,76402,1
77001,77002,1
75801,75802,1
98001,98002,1
99401,99402,1
94301,94302,1
95701,95702,1
56601,56602,1
20001,20002,1
21401,21402,1
57201,57202,1
22801,22802,1
301,302,1
59901,59902,1
41201,41202,1
37401,37402,1
36001,36002,1
40601,40602,1
34801,34802,1
3801,3802,1
1001,1002,1
17601,17602,1
61001,61002,1
60401,60402,1
16201,16202,1
63801,63802,1
18901,18902,1
83701,83702,1
82301,82302,1
82201,82202,1
18801,18802,1
83601,83602,1
63901,63902,1
60501,60502,1
16301,16302,1
17701,17702,1
61101,61102,1
1101,1102,1
3901,3902,1
34901,34902,1
36101,36102,1
40701,40702,1
41301,41302,1
37501,37502,1
59801,59802,1
201,202,1
22901,22902,1
21501,21502,1
57301,57302,1
56701,56702,1
20101,20102,1
95601,95602,1
94201,94202,1
99501,99502,1
98101,98102,1
75901,75902,1
77101,77102,1
76501,76502,1
70201,70202,1
71601,71602,1
92501,92502,1
93101,93102,1
91901,91902,1
52801,52802,1
50001,50002,1
26601,26602,1
27201,27202,1
51401,51402,1
29901,29902,1
44801,44802,1
47401,47402,1
30601,30602,1
8901,8902,1
46001,46002,1
6201,6202,1
7601,7602,1
89201,89202,1
88601,88602,1
13801,13802,1
11001,11002,1
67601,67602,1
66201,66202,1
10401,10402,1
68901,68902,1
85101,85102,1
84501,84502,1
87901,87902,1
87801,87802,1
84401,84402,1
85001,85002,1
68801,68802,1
66301,66302,1
10501,10502,1
11101,11102,1
67701,67702,1
88701,88702,1
13901,13902,1
89301,89302,1
