6,0,6,6,0,6,0,0,0,6,0,10,10,1,6,0,0,3,0
7,1,26,26,3,9,0,0,11,5,1,11,11,1,7,0,0,5,1
0,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,5,1
1,0,4,4,0,2,0,0,0,1,0,4,4,0,2,0,0,0,0
1,0,4,4,0,2,0,0,0,3,1,18,18,0,7,0,0,13,0
6,1,2,2,0,8,0,0,1,6,1,2,2,0,8,0,0,1,0
7,2,14,14,1,12,0,0,10,2,2,8,8,2,6,0,0,8,1
1,0,2,2,2,1,0,0,4,2,0,5,5,2,2,0,0,5,1
2,0,1,1,0,2,0,0,0,2,0,1,1,0,2,0,0,0,1
3,6,7,7,0,10,0,0,9,3,6,2,2,0,10,0,0,4,1
5,2,10,10,1,8,0,0,11,6,2,12,12,1,9,0,0,11,1
7,1,16,16,4,8,0,0,11,11,1,18,18,4,12,0,0,11,1
0,2,0,0,0,4,1,1,1,1,2,0,0,0,5,1,1,1,0
1,0,2,2,0,1,0,2,1,1,0,3,3,0,1,0,2,3,0
3,2,5,5,2,10,0,0,7,2,2,9,9,2,6,0,0,9,1
0,5,0,0,0,6,0,0,1,0,5,0,0,0,6,0,0,1,0
0,1,0,0,0,1,0,0,4,1,1,7,7,0,2,0,0,12,1
5,0,27,27,0,7,0,0,5,5,0,27,27,0,7,0,0,5,0
5,1,0,0,0,6,0,2,1,5,1,0,0,0,6,0,2,1,0
1,0,4,4,0,2,0,0,0,2,0,3,3,0,3,0,0,0,0
0,3,4,4,0,3,1,0,6,0,3,5,5,0,3,1,0,6,1
6,1,11,11,1,8,1,0,3,6,1,11,11,1,8,1,0,3,0
6,0,6,6,0,6,0,0,0,6,0,9,9,0,6,0,0,0,0
1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1
3,0,0,0,0,6,0,0,0,4,3,5,5,0,14,0,0,3,1
1,0,6,6,1,2,0,0,7,1,0,5,5,1,2,0,0,6,1
4,1,1,1,0,7,0,1,1,3,1,2,2,0,7,0,1,1,1
0,4,3,3,1,7,0,0,4,2,4,4,4,1,8,0,0,3,1
4,2,6,6,1,6,0,0,3,4,2,2,2,1,6,0,0,3,0
3,2,5,5,2,10,0,0,7,4,2,9,9,2,7,0,0,9,1
4,0,5,5,0,4,0,0,0,4,0,6,6,0,5,0,0,0,0
1,0,2,2,1,1,0,1,3,1,0,2,2,1,1,0,1,3,0
18,1,14,14,2,8,0,0,9,19,1,14,14,2,9,0,0,9,0
4,1,9,9,1,4,0,0,9,4,1,9,9,1,6,0,0,10,1
0,0,1,1,0,7,0,1,0,0,0,1,1,0,7,0,1,0,0
0,0,13,13,0,0,0,0,8,0,0,13,13,0,0,0,0,8,0
7,2,10,10,1,15,0,0,10,9,2,11,11,1,17,0,0,12,1
1,2,1,1,0,3,0,0,9,1,2,1,1,0,3,0,0,9,0
2,2,4,4,1,7,0,0,6,3,2,5,5,1,8,0,0,6,1
8,1,18,18,1,10,0,0,11,7,1,19,19,1,9,0,0,11,0
2,1,7,7,1,4,0,0,7,2,1,7,7,1,4,0,0,7,0
6,1,6,6,1,4,0,0,7,7,1,10,10,1,8,0,0,7,1
3,0,2,2,0,2,0,0,0,6,0,2,2,0,10,0,0,0,1
2,1,20,20,0,6,0,0,5,2,1,19,19,0,8,0,0,5,0
4,2,0,0,0,7,0,1,1,4,2,0,0,0,7,0,1,1,0
2,1,4,4,1,3,1,0,5,2,1,4,4,1,3,1,0,5,0
8,1,0,0,0,13,0,0,1,8,1,0,0,0,13,0,0,1,0
3,1,8,8,0,8,0,0,2,4,1,8,8,0,8,0,0,1,0
4,0,13,13,1,4,0,0,8,8,0,4,4,0,8,0,0,2,1
5,1,10,10,1,7,0,0,9,5,1,10,10,1,7,0,0,7,1
1,1,3,3,0,4,0,0,1,1,1,1,1,0,4,0,0,1,1
2,1,20,20,0,6,0,0,5,2,1,19,19,0,8,0,0,5,0
1,1,6,6,1,3,0,0,7,1,1,6,6,1,3,0,0,7,0
0,4,14,14,0,8,0,0,7,3,4,19,19,2,10,0,0,11,1
6,2,9,9,0,12,1,0,3,4,2,5,5,0,8,1,0,3,1
4,1,10,10,2,6,0,0,7,5,1,9,9,2,7,0,0,7,1
3,1,0,0,0,4,0,0,1,3,1,0,0,0,4,0,0,1,0
2,0,4,4,1,2,0,1,3,2,0,4,4,1,2,0,1,3,0
1,1,2,2,1,3,0,0,3,1,1,4,4,1,3,0,0,5,1
8,2,15,15,4,10,0,0,15,5,2,7,7,2,7,0,0,7,1
5,1,2,2,1,10,1,0,3,5,1,2,2,1,10,1,0,3,0
4,0,0,0,0,4,0,0,1,4,0,0,0,0,4,0,0,1,0
3,1,7,7,0,4,0,0,11,3,1,9,9,0,4,0,0,14,1
4,2,12,12,0,9,0,0,12,2,2,27,27,0,5,0,0,27,1
4,1,2,2,1,7,0,0,4,5,1,2,2,1,13,0,0,4,1
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
3,2,5,5,2,10,0,0,7,2,2,7,7,1,5,0,0,9,1
2,2,4,4,0,5,0,0,1,2,2,4,4,0,5,0,0,1,0
0,2,7,7,0,3,0,0,6,1,2,10,10,1,4,0,0,8,1
7,1,14,14,2,7,0,0,6,7,1,14,14,2,7,0,0,6,0
7,1,11,11,2,7,0,0,9,7,1,11,11,2,7,0,0,9,0
1,1,2,2,0,2,0,0,1,1,1,0,0,0,2,0,0,1,1
3,2,17,17,1,4,0,0,15,5,2,14,14,1,9,0,0,13,1
1,0,3,3,0,2,0,0,1,1,0,3,3,0,2,0,0,1,0
4,1,9,9,1,4,0,0,9,4,1,9,9,1,6,0,0,9,1
4,1,1,1,0,6,1,2,1,4,1,1,1,1,6,1,2,3,0
7,1,26,26,3,9,0,0,11,5,1,21,21,1,7,0,0,5,1
4,2,7,7,1,7,0,0,7,4,2,5,5,1,11,0,0,7,1
4,0,5,5,0,4,0,0,0,4,0,5,5,0,4,0,0,0,0
4,1,16,16,1,4,0,0,13,4,1,16,16,1,6,0,0,13,1
2,1,0,0,0,7,1,0,1,2,1,0,0,0,7,1,0,1,0
3,2,6,6,2,6,0,0,5,1,2,8,8,2,5,0,0,5,1
2,1,4,4,0,3,0,0,5,2,1,4,4,0,3,0,0,5,0
3,2,6,6,3,5,0,0,7,3,2,6,6,3,5,0,0,7,0
0,5,0,0,0,6,0,0,1,0,5,0,0,0,6,0,0,1,0
0,0,8,8,1,1,0,1,2,0,0,9,9,1,1,0,0,3,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2,1,7,7,1,3,1,0,3,2,1,7,7,1,3,1,0,3,0
1,0,1,1,0,2,0,0,0,1,0,12,12,0,2,0,0,8,0
3,0,2,2,0,3,0,0,1,3,0,2,2,0,3,0,0,1,1
4,1,2,2,1,5,0,0,3,4,1,2,2,1,5,0,0,3,0
3,0,2,2,0,2,0,0,0,5,0,2,2,0,4,0,0,0,1
4,1,3,3,0,6,0,0,1,3,1,7,7,0,6,0,0,1,1
1,1,0,0,1,6,0,0,3,1,1,0,0,1,6,0,0,3,1
3,2,11,11,2,6,0,1,11,2,2,4,4,1,7,0,1,5,1
4,1,9,9,1,6,0,0,7,4,1,16,16,1,6,0,0,13,1
2,0,2,2,1,3,0,1,3,2,0,2,2,1,3,0,1,2,1
6,1,2,2,0,8,0,0,1,6,1,2,2,0,8,0,0,1,0
7,2,14,14,1,12,0,0,10,8,2,15,15,2,25,0,0,10,1
7,1,16,16,4,8,0,0,11,11,1,18,18,4,12,0,0,11,1
0,0,1,1,0,7,0,1,0,0,0,1,1,0,7,0,1,0,0
4,1,0,0,1,6,1,0,2,4,1,1,1,1,6,1,0,2,1
6,2,8,8,1,7,0,0,10,4,2,7,7,1,6,0,0,8,1
1,0,3,3,0,1,0,1,1,1,0,4,4,0,1,0,1,3,1
1,0,2,2,1,1,0,1,3,1,0,2,2,1,1,0,1,3,1
0,2,7,7,0,2,0,0,7,0,2,7,7,0,2,0,0,7,0
3,2,11,11,1,5,0,0,9,2,2,9,9,1,5,0,0,8,0
1,0,5,5,0,2,0,0,0,3,0,4,4,0,4,0,0,0,1
1,1,1,1,0,6,0,1,1,1,1,1,1,0,6,0,1,1,0
6,2,10,10,1,9,0,0,9,6,2,11,11,1,9,0,0,9,0
1,1,1,1,1,5,0,0,3,1,1,1,1,1,5,0,0,3,0
4,0,0,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0
2,0,1,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1
4,1,3,3,0,6,0,0,1,3,1,5,5,0,5,0,0,1,0
15,1,5,5,1,5,0,0,3,15,1,5,5,1,5,0,0,3,0
2,1,4,4,1,3,1,0,5,2,1,4,4,1,3,1,0,5,0
5,1,4,4,1,16,0,0,10,5,1,7,7,1,16,0,0,12,0
4,0,5,5,0,4,0,0,0,4,0,6,6,0,4,0,0,0,0
4,1,9,9,1,4,0,0,9,4,1,9,9,1,4,0,0,9,0
2,1,4,4,1,3,1,0,5,2,1,2,2,1,3,1,0,3,0
3,1,3,3,1,6,1,0,3,3,1,3,3,1,6,1,0,3,1
2,1,3,3,2,6,0,0,4,4,1,4,4,1,5,0,0,3,1
4,1,2,2,0,7,0,0,1,6,1,2,2,0,9,0,0,1,1
6,0,6,6,0,6,0,0,0,6,0,10,10,1,6,0,0,3,1
2,0,9,9,3,7,0,0,10,2,0,10,10,3,7,0,0,10,0
1,0,5,5,0,2,0,0,0,2,0,5,5,0,3,0,0,0,0
1,2,4,4,1,6,0,0,7,1,2,4,4,1,6,0,0,7,1
4,1,1,1,0,6,1,2,1,4,1,2,2,0,6,1,2,1,0
0,5,0,0,0,6,0,0,1,0,5,0,0,0,6,0,0,1,0
0,5,0,0,0,5,0,0,1,0,5,0,0,0,5,0,0,1,0
3,1,11,11,3,4,0,0,9,4,1,8,8,4,5,0,0,10,1
0,1,3,3,0,1,0,1,1,0,1,3,3,0,1,0,1,1,0
4,1,1,1,0,6,0,2,1,4,1,1,1,0,6,0,2,1,0
4,1,1,1,0,6,0,2,1,4,1,1,1,0,6,0,2,1,0
2,1,7,7,1,3,1,0,3,2,1,7,7,1,3,1,0,3,0
6,1,10,10,2,8,0,0,9,6,1,9,9,2,8,0,0,9,0
6,2,10,10,1,9,0,0,9,6,2,10,10,1,9,0,0,9,0
3,1,9,9,1,5,0,0,9,3,1,11,11,1,5,0,0,9,1
2,1,3,3,1,4,0,0,7,2,1,3,3,1,4,0,0,7,0
2,2,4,4,1,7,0,0,6,2,2,5,5,1,7,0,0,8,1
4,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,0
0,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,5,1
3,1,2,2,1,4,1,0,3,3,1,2,2,2,4,1,1,4,1
4,2,1,1,2,9,0,0,6,2,2,3,3,2,15,0,0,5,1
1,1,0,0,1,6,0,0,3,1,1,1,1,1,4,0,0,2,1
2,1,8,8,2,4,0,0,12,2,1,11,11,1,4,0,0,14,1
2,1,7,7,1,3,0,0,5,3,1,6,6,1,5,0,0,5,1
0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
9,1,11,11,0,6,0,0,1,5,1,11,11,0,6,0,0,1,0
3,1,3,3,1,9,0,0,3,2,1,3,3,2,7,0,0,4,1
3,1,12,12,2,5,0,0,5,6,1,14,14,2,7,0,0,5,1
4,1,9,9,1,6,0,0,8,3,1,7,7,1,5,0,0,7,1
1,0,3,3,0,1,0,0,2,1,0,3,3,0,1,0,0,2,0
14,3,20,20,3,18,0,0,15,16,3,16,16,3,24,0,0,15,0
8,1,16,16,0,9,0,0,7,8,1,16,16,0,9,0,0,7,0
3,0,4,4,0,4,0,0,1,4,0,2,2,0,5,0,0,1,1
1,0,5,5,0,2,0,0,0,2,0,4,4,0,3,0,0,0,1
5,2,10,10,1,8,0,0,11,6,2,9,9,1,9,0,0,11,0
1,1,3,3,1,5,0,0,3,1,1,3,3,1,5,0,0,3,0
4,1,0,0,1,10,1,0,2,4,1,0,0,1,10,1,0,2,0
1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,1
1,1,2,2,0,5,0,0,2,4,2,4,4,0,10,0,0,4,1
0,0,18,18,0,0,0,1,3,0,0,23,23,0,0,0,1,3,0
7,1,26,26,3,9,0,0,11,6,1,23,23,2,8,0,0,7,1
6,1,0,0,0,7,0,0,1,6,1,0,0,0,7,0,0,1,1
2,1,3,3,1,3,0,0,3,1,1,2,2,1,2,0,0,3,1
2,2,0,0,0,4,0,1,1,2,2,1,1,0,4,0,1,1,1
6,2,10,10,1,9,0,0,9,6,2,10,10,1,9,0,0,8,1
1,0,7,7,2,1,0,1,5,1,0,9,9,2,1,0,1,7,1
3,2,11,11,2,6,0,1,11,3,2,9,9,2,6,0,0,10,1
4,2,1,1,2,9,0,0,6,3,2,4,4,1,6,0,0,7,1
0,1,2,2,1,8,0,0,7,0,1,2,2,1,8,0,0,7,1
35,1,15,15,4,10,0,0,7,35,1,15,15,4,10,0,0,7,0
4,1,2,2,1,7,0,0,4,2,0,2,2,0,2,0,0,2,1
